掲載ページ,漢字識別番号,字体識別番号,漢字,字体,漢検級,補足
1034,3582,4318,稚,,3級,
1034,3583,4319,置,,7級,
1034,3584,4320,輊,,1級,
1034,3585,4321,雉,,1級,
1035,3586,4322,馳,,準1級,
1035,3587,4323,蜘,,準1級,
1035,3588,4324,褫,,1級,
1035,3589,4325,踟,,1級,
1035,3590,4326,篪,,1級,
1035,3591,4327,緻,,2級,
1035,3592,4328,魑,,1級,
1035,3593,4329,躓,,1級,
1036,3594,4330,黐,,1級,
1036,3595,4331,竹,,10級,
1037,3596,4332,畜,,3級,
1037,3597,4333,逐,,準2級,
1037,3597,4334,,旧字,1/準1級,
1037,3598,4335,筑,,準1級,
1037,3598,4336,,異体字,,
1037,3599,4337,蓄,,4級,
1038,3600,4338,築,,6級,
1038,3600,4339,,旧字,1/準1級,
1038,3601,4340,帙,,1級,
1038,3602,4341,秩,,準2級,
1038,3603,4342,窒,,3級,
1039,3604,4343,膣,,1級,
1039,3604,4344,腟,異体字,,
1039,3605,4345,蟄,,1級,
1039,3606,4346,鵆,,1級,
1039,3607,4347,茶,,9級,
1040,3608,4348,着,,8級,
1041,3609,4349,嫡,,準2級,
1041,3610,4350,蛛,,準1級,
1041,3611,4351,丑,,準1級,
1042,3612,4352,中,,10級,
1044,3613,4353,仲,,7級,
1044,3614,4354,虫,,10級,
1044,3615,4355,蟲,旧字,1/準1級,
1045,3616,4356,沖,,7級,
1045,3617,4357,狆,,1級,
1045,3618,4358,宙,,5級,
1045,3619,4359,忠,,5級,
1046,3620,4360,抽,,3級,
1046,3621,4361,注,,8級,
1047,3622,4362,冑,,1級,
1047,3623,4363,昼,,9級,
1047,3623,4364,晝,旧字,1/準1級,
1047,3624,4365,柱,,8級,
1048,3625,4366,紂,,1級,
1048,3626,4367,胄,,1級,
1048,3627,4368,衷,,準2級,
1048,3628,4369,紐,,準1級,
1048,3629,4370,酎,,2級,
1048,3630,4371,惆,,1級,
1048,3631,4372,紬,,準1級,
1048,3632,4373,厨,,準1級,
1048,3632,4374,廚,異体字,,
1048,3633,4375,註,,準1級,
1048,3633,4376,,異体字,,
1049,3634,4377,鈕,,1級,
1049,3635,4378,稠,,1級,
1049,3636,4379,誅,,1級,
1049,3637,4380,綢,,1級,
1049,3638,4381,鋳,,3級,
1049,3639,4382,鑄,旧字,1/準1級,
1050,3640,4383,駐,,3級,
1050,3641,4384,儔,,1級,
1050,3642,4385,鍮,,1級,
1050,3643,4386,疇,,1級,
1050,3643,4387,畴,異体字,,
1050,3644,4388,籌,,1級,
1050,3645,4389,,,1級,
1050,3645,4390,籀,異体字,,
1050,3646,4391,躊,,1級,
1050,3647,4392,黜,,1級,
1050,3648,4393,佇,,1級,
1051,3649,4394,杼,,1級,
1051,3650,4395,苧,,準1級,
1051,3651,4396,竚,,1級,
1051,3652,4397,猪,,準1級,
1051,3652,4398,猪,旧字,1/準1級,
1051,3653,4399,紵,,1級,
1051,3654,4400,著,,5級,
1051,3654,4401,,旧字,1/準1級,
1051,3654,4402,著,旧字,1/準1級,
1052,3655,4403,貯,,6級,
1052,3656,4404,楮,,1級,
1052,3657,4405,樗,,準1級,
1052,3658,4406,儲,,準1級,
1053,3658,4407,,異体字,,
1053,3659,4408,瀦,,準1級,
1053,3659,4409,潴,異体字,,
1053,3660,4410,躇,,1級,
1053,3661,4411,丁,,8級,
1054,3662,4412,弔,,準2級,
1054,3663,4413,庁,,5級,
1054,3663,4414,廳,旧字,1/準1級,
1054,3664,4415,兆,,7級,
1054,3665,4416,吊,,準1級,
1054,3666,4417,町,,10級,
1055,3667,4418,疔,,1級,
1055,3668,4419,佻,,1級,
1055,3669,4420,帖,,準1級,
1055,3670,4421,長,,9級,
1057,3671,4422,挑,,準2級,
1057,3672,4423,昶,,1級,
1057,3673,4424,迢,,1級,
1057,3674,4425,冢,,1級,
1057,3675,4426,,,準1級,
1057,3675,4427,凋,異体字,,
1058,3676,4428,晁,,1級,
1058,3677,4429,鬯,,1級,
1058,3678,4430,帳,,8級,
1058,3679,4431,張,,6級,
1058,3680,4432,彫,,3級,
1059,3681,4433,悵,,1級,
1059,3682,4434,眺,,準2級,
1059,3683,4435,窕,,1級,
1059,3684,4436,釣,,準2級,
1059,3684,4437,,旧字,1/準1級,
1059,3685,4438,頂,,5級,
1060,3686,4439,鳥,,9級,
1061,3687,4440,喋,,準1級,
1061,3688,4441,朝,,9級,
1062,3689,4442,脹,,準1級,
1063,3690,4443,貂,,1級,
1063,3691,4444,貼,,2級,
1063,3692,4445,超,,3級,
1063,3693,4446,牒,,準1級,
1063,3694,4447,腸,,5級,
1064,3695,4448,誂,,1級,
1064,3696,4449,跳,,4級,
1064,3697,4450,徴,,4級,
1064,3697,4451,徵,旧字,1/準1級,
1065,3698,4452,暢,,準1級,
1065,3699,4453,漲,,1級,
1065,3700,4454,肇,,準1級,
1065,3700,4455,,旧字,1/準1級,
1065,3701,4456,蔦,,準1級,
1065,3702,4457,蜩,,1級,
1065,3703,4458,趙,,1級,
1065,3704,4459,輒,,1級,
1065,3704,4460,輙,異体字,,
1065,3705,4461,銚,,準1級,
1066,3706,4462,嘲,,2級,
1066,3706,4463,,異体字,,
1066,3707,4464,潮,,5級,
1066,3708,4465,澄,,4級,
1066,3708,4466,澂,異体字,1級,
1067,3709,4467,蝶,,準1級,
1067,3710,4468,調,,8級,
1067,3710,4469,,旧字,1/準1級,
1068,3711,4470,髫,,1級,
1068,3712,4471,褶,,1級,
1068,3713,4472,諜,,準1級,
1068,3714,4473,雕,,1級,
1068,3715,4474,聴,,3級,
1068,3715,4475,聽,旧字,1/準1級,
1068,3716,4476,懲,,準2級,
1068,3716,4477,懲,旧字,1/準1級,
1069,3717,4478,寵,,準1級,
1069,3718,4479,鯛,,準1級,
1069,3718,4480,,旧字,1/準1級,
1069,3719,4481,鰈,,1級,
1069,3720,4482,齠,,1級,
1069,3721,4483,糶,,1級,
1069,3722,4484,直,,9級,
1072,3723,4485,勅,,準2級,
1072,3723,4486,敕,旧字,1/準1級,
1072,3724,4487,捗,,2級,
1072,3724,4488,,異体字,,
1072,3725,4489,陟,,1級,
1072,3726,4490,飭,,1級,
1072,3727,4491,躅,,1級,
1072,3728,4492,騭,,1級,
1072,3729,4493,沈,,4級,
1074,3730,4494,珍,,4級,
1074,3731,4495,朕,,準2級,
1074,3732,4496,砧,,準1級,
1074,3733,4497,陳,,3級,
1075,3734,4498,趁,,1級,
1075,3735,4499,椿,,準1級,
1075,3736,4500,椹,,1級,
1075,3737,4501,賃,,5級,
1075,3738,4502,碪,,1級,
1075,3739,4503,鴆,,1級,
1076,3740,4504,鎮,,3級,
1076,3740,4505,鎭,旧字,1/準1級,
1076,3741,4506,闖,,1級,
1076,3742,4507,追,,8級,
1076,3742,4508,,旧字,1/準1級,
1077,3743,4509,椎,,2級,
1078,3744,4510,槌,,準1級,
1078,3744,4511,,異体字,,
1078,3745,4512,墜,,3級,
1078,3745,4513,,旧字,1/準1級,
1078,3746,4514,縋,,1級,
1078,3747,4515,鎚,,準1級,
1078,3747,4516,,異体字,,
1078,3748,4517,通,,9級,
1078,3748,4518,,旧字,1/準1級,
1080,3749,4519,痛,,5級,
1080,3750,4520,塚,,準2級,
1080,3750,4521,塚,旧字,1/準1級,
1081,3751,4522,閊,,1級,
1083,3752,4523,鶫,,1級,
1083,3753,4524,漬,,準2級,
1083,3754,4525,辻,,準1級,
1083,3754,4526,,異体字,,
1085,3755,4527,坪,,準2級,
1085,3755,4528,,旧字,1/準1級,
1085,3756,4529,褄,,1級,
1085,3757,4530,爪,,2級,
1086,3758,4531,鶴,,2級,
1087,3759,4532,弖,,1級,
1087,3760,4533,叮,,1級,
1087,3761,4534,汀,,準1級,
1088,3762,4535,低,,7級,
1088,3763,4536,呈,,準2級,
1088,3764,4537,廷,,準2級,
1089,3765,4538,弟,,9級,
1089,3766,4539,定,,8級,
1090,3767,4540,底,,7級,
1090,3768,4541,彽,,1級,
1091,3769,4542,抵,,4級,
1091,3770,4543,邸,,準2級,
1091,3771,4544,亭,,準2級,
1091,3772,4545,剃,,準1級,
1091,3773,4546,帝,,3級,
1092,3774,4547,柢,,1級,
1092,3775,4548,牴,,1級,
1092,3776,4549,訂,,3級,
1092,3777,4550,貞,,準2級,
1092,3778,4551,酊,,1級,
1092,3779,4552,庭,,8級,
1093,3780,4553,悌,,準1級,
1093,3781,4554,挺,,準1級,
1093,3782,4555,涕,,1級,
1093,3783,4556,逓,,準2級,
1093,3783,4557,遞,旧字,1/準1級,
1093,3784,4558,釘,,準1級,
1093,3785,4559,停,,6級,
1094,3786,4560,偵,,準2級,
1094,3787,4561,梯,,準1級,
1094,3788,4562,梃,,1級,
1094,3789,4563,羝,,1級,
1094,3790,4564,逞,,1級,
1094,3790,4565,,異体字,,
1094,3791,4566,啼,,1級,
1095,3792,4567,堤,,4級,
1095,3793,4568,幀,,1級,
1095,3794,4569,提,,6級,
1095,3795,4570,棣,,1級,
1096,3796,4571,渟,,1級,
1096,3797,4572,睇,,1級,
1096,3798,4573,程,,6級,
1096,3798,4574,,旧字,1/準1級,
1096,3799,4575,裎,,1級,
1096,3800,4576,觝,,1級,
1096,3801,4577,詆,,1級,
1096,3802,4578,碇,,準1級,
1096,3803,4579,禎,,準1級,
1096,3803,4580,禎,旧字,1/準1級,
1096,3804,4581,艇,,準2級,
1097,3805,4582,蜓,,1級,
1097,3806,4583,遉,,1級,
1097,3807,4584,髢,,1級,
1097,3808,4585,鼎,,準1級,
1097,3809,4586,綴,,準1級,
1097,3810,4587,酲,,1級,
1097,3811,4588,締,,3級,
1098,3812,4589,鄭,,準1級,
1098,3812,4590,,異体字,,
1098,3813,4591,霆,,1級,
1098,3814,4592,薙,,準1級,
1098,3815,4593,諦,,2級,
1098,3816,4594,赬,,1級,
1098,3817,4595,蹄,,準1級,
1098,3818,4596,騁,,1級,
1098,3819,4597,嚔,,1級,
1098,3819,4598,嚏,異体字,,
1099,3820,4599,鵜,,準1級,
1099,3821,4600,蟶,,1級,
1099,3822,4601,泥,,準2級,
1100,3823,4602,濔,,1級,
1100,3824,4603,禰,,準1級,
1100,3824,4604,祢,異体字,,
1100,3825,4605,瓧,,1級,
1100,3826,4606,籵,,1級,
1100,3827,4607,竍,,1級,
1100,3828,4608,狄,,1級,
1100,3829,4609,的,,7級,
1100,3830,4610,迪,,1級,
1100,3830,4611,,旧字,1/準1級,
1100,3830,4612,廸,異体字,,
1100,3831,4613,剔,,1級,
1100,3832,4614,荻,,準1級,
1101,3833,4615,笛,,8級,
1101,3834,4616,逖,,1級,
1101,3835,4617,摘,,4級,
1101,3836,4618,滴,,4級,
1101,3837,4619,適,,6級,
1101,3837,4620,,旧字,1/準1級,
1102,3838,4621,敵,,5級,
1103,3839,4622,擲,,1級,
1103,3840,4623,鏑,,準1級,
1103,3841,4624,糴,,1級,
1103,3842,4625,覿,,1級,
1103,3843,4626,躑,,1級,
1103,3844,4627,溺,,2級,
1103,3844,4628,,異体字,,
1103,3845,4629,滌,,1級,
1103,3846,4630,瓰,,1級,
1104,3847,4631,竕,,1級,
1104,3848,4632,屮,,1級,
1104,3849,4633,迭,,準2級,
1104,3849,4634,,旧字,1/準1級,
1104,3850,4635,咥,,1級,
1104,3851,4636,垤,,1級,
1104,3852,4637,姪,,準1級,
1104,3853,4638,哲,,3級,
1104,3854,4639,耋,,1級,
1104,3855,4640,跌,,1級,
1104,3856,4641,畷,,準1級,
1104,3857,4642,鉄,,8級,
1104,3857,4643,鐵,旧字,1/準1級,
1106,3858,4644,銕,,1級,
1106,3859,4645,徹,,準2級,
1106,3860,4646,撤,,準2級,
1106,3861,4647,輟,,1級,
1106,3862,4648,錣,,1級,
1107,3863,4649,餮,,1級,
1107,3864,4650,轍,,準1級,
1107,3865,4651,涅,,1級,
1107,3866,4652,天,,10級,
1112,3867,4653,辿,,準1級,
1112,3867,4654,,異体字,,
1113,3868,4655,典,,7級,
1113,3869,4656,店,,9級,
1113,3870,4657,忝,,1級,
1113,3871,4658,沾,,1級,
1113,3872,4659,恬,,1級,
1114,3873,4660,殄,,1級,
1114,3874,4661,点,,9級,
1114,3874,4662,點,旧字,1/準1級,
1115,3875,4663,展,,5級,
1115,3876,4664,唸,,1級,
1115,3877,4665,添,,4級,
1115,3878,4666,淀,,準1級,
1116,3879,4667,甜,,準1級,
1116,3880,4668,転,,8級,
1116,3880,4669,轉,旧字,1/準1級,
1117,3881,4670,奠,,1級,
1117,3882,4671,腆,,1級,
1118,3883,4672,覘,,1級,
1118,3884,4673,塡,,2級,
1118,3884,4674,填,異体字,,
1118,3885,4675,椽,,1級,
1118,3886,4676,廛,,1級,
1118,3886,4677,壥,異体字,,
1118,3887,4678,碾,,1級,
1118,3888,4679,篆,,1級,
1118,3889,4680,諂,,1級,
1118,3890,4681,霑,,1級,
1119,3891,4682,靦,,1級,
1119,3892,4683,輾,,1級,
1119,3893,4684,癜,,1級,
1119,3894,4685,,,1級,
1119,3894,4686,簟,異体字,,
1119,3895,4687,顚,,準1級,
1119,3895,4688,顛,異体字,,
1119,3896,4689,囀,,1級,
1119,3897,4690,纏,,準1級,
1119,3897,4691,纒,異体字,,
1120,3898,4692,巓,,1級,
1120,3899,4693,躔,,1級,
1120,3900,4694,癲,,1級,
1120,3901,4695,田,,10級,
1121,3902,4696,伝,,7級,
1121,3902,4697,傳,旧字,1/準1級,
1122,3903,4698,佃,,準1級,
1122,3904,4699,甸,,1級,
1122,3905,4700,畋,,1級,
1122,3906,4701,殿,,4級,
1122,3907,4702,鈿,,1級,
1122,3908,4703,電,,9級,
1123,3909,4704,澱,,準1級,
1123,3910,4705,鮎,,準1級,
1124,3911,4706,臀,,1級,
1124,3912,4707,斗,,3級,
1124,3913,4708,吐,,4級,
1125,3914,4709,兎,,準1級,
1125,3914,4710,,異体字,,
1125,3914,4711,兔,異体字,,
1125,3915,4712,杜,,準1級,
1126,3916,4713,肚,,1級,
1126,3917,4714,妬,,2級,
1126,3918,4715,徒,,7級,
1127,3919,4716,荼,,1級,
1127,3920,4717,蚪,,1級,
1127,3921,4718,途,,4級,
1127,3921,4719,,旧字,1/準1級,
1128,3922,4720,,,準1級,
1128,3922,4721,菟,異体字,,
1128,3922,4722,莵,,,
1128,3923,4723,都,,8級,
1128,3923,4724,都,旧字,1/準1級,
1128,3924,4725,堵,,準1級,
1128,3924,4726,,異体字,,
1128,3925,4727,屠,,1級,
1129,3925,4728,,異体字,,
1129,3926,4729,渡,,4級,
1129,3927,4730,塗,,3級,
1130,3928,4731,睹,,1級,
1130,3929,4732,跿,,1級,
1130,3930,4733,覩,,1級,
1130,3931,4734,賭,,2級,
1130,3931,4735,,異体字,,
1130,3932,4736,鍍,,準1級,
1130,3933,4737,闍,,1級,
1130,3934,4738,蠹,,1級,
1130,3934,4739,蠧,異体字,,
1131,3935,4740,土,,10級,
1132,3936,4741,奴,,4級,
1133,3937,4742,努,,7級,
1133,3938,4743,呶,,1級,
1133,3939,4744,孥,,1級,
1133,3940,4745,帑,,1級,
1133,3941,4746,弩,,1級,
1133,3942,4747,度,,8級,
1134,3943,4748,怒,,4級,
1134,3944,4749,駑,,1級,
1134,3945,4750,刀,,9級,
1135,3946,4751,冬,,9級,
1135,3947,4752,叨,,1級,
1136,3948,4753,夲,,1級,
1136,3949,4754,吋,,準1級,
1136,3950,4755,当,,9級,
1136,3950,4756,當,旧字,1/準1級,
1137,3951,4757,灯,,7級,
1137,3952,4758,燈,旧字,1/準1級,
1137,3953,4759,投,,8級,
1138,3954,4760,抖,,1級,
1138,3955,4761,豆,,8級,
1139,3956,4762,到,,4級,
1139,3957,4763,宕,,準1級,
1139,3958,4764,沓,,準1級,
1139,3959,4765,東,,9級,
1140,3960,4766,苳,,1級,
1140,3961,4767,恫,,1級,
1140,3962,4768,荅,,1級,
1140,3963,4769,逃,,4級,
1140,3963,4770,,旧字,1/準1級,
1141,3964,4771,倒,,4級,
1141,3965,4772,党,,5級,
1141,3965,4773,黨,旧字,1/準1級,
1141,3966,4774,凍,,3級,
1142,3967,4775,唐,,4級,
1143,3968,4776,套,,準1級,
1143,3969,4777,島,,8級,
1143,3970,4778,桃,,4級,
1144,3971,4779,疼,,1級,
1144,3971,4780,,異体字,,
1144,3972,4781,荳,,1級,
1144,3973,4782,討,,5級,
1144,3974,4783,透,,4級,
1144,3974,4784,,旧字,1/準1級,
1145,3975,4785,偸,,1級,
1145,3976,4786,兜,,準1級,
1145,3977,4787,剳,,1級,
1145,3978,4788,悼,,準2級,
1145,3979,4789,掏,,1級,
1145,3980,4790,掉,,1級,
1145,3981,4791,桶,,準1級,
1145,3982,4792,淘,,準1級,
1145,3983,4793,盗,,4級,
1145,3983,4794,盜,旧字,1/準1級,
1146,3984,4795,逗,,準1級,
1146,3984,4796,,異体字,,
1146,3985,4797,陶,,3級,
1147,3986,4798,塔,,4級,
1147,3987,4799,搭,,準2級,
1147,3988,4800,棟,,準2級,
1147,3989,4801,棹,,1級,
1147,3990,4802,棠,,1級,
1148,3991,4803,湯,,8級,
1148,3992,4804,痘,,3級,
1149,3993,4805,登,,8級,
1149,3994,4806,答,,9級,
1149,3995,4807,等,,8級,
1150,3996,4808,筒,,準2級,
1150,3997,4809,統,,6級,
1151,3998,4810,董,,準1級,
1151,3999,4811,,,準1級,
1151,3999,4812,塘,異体字,,
1151,4000,4813,搗,,1級,
1151,4001,4814,搨,,1級,
1151,4002,4815,滔,,1級,
1151,4003,4816,溏,,1級,
1151,4004,4817,絛,,1級,
1151,4005,4818,罩,,1級,
1152,4006,4819,嶋,,準1級,
1152,4007,4820,榻,,1級,
1152,4008,4821,稲,,4級,
1152,4008,4822,稻,旧字,1/準1級,
1152,4009,4823,綯,,1級,
1152,4010,4824,骰,,1級,
1152,4011,4825,嶝,,1級,
1152,4012,4826,幢,,1級,
1152,4013,4827,撞,,準1級,
1153,4014,4828,樋,,準1級,
1153,4014,4829,,異体字,,
1153,4015,4830,,,1級,
1153,4015,4831,滕,異体字,,
1153,4016,4832,蕩,,準1級,
1153,4017,4833,踏,,4級,
1153,4018,4834,鬧,,1級,
1153,4018,4835,閙,異体字,,
1154,4019,4836,橙,,1級,
1154,4020,4837,橦,,1級,
1154,4021,4838,糖,,5級,
1154,4022,4839,,,1級,
1154,4022,4840,縢,異体字,,
1154,4023,4841,,,1級,虫唐
1154,4024,4842,頭,,9級,
1155,4025,4843,擣,,1級,
1155,4026,4844,檔,,1級,
1155,4027,4845,濤,,準1級,
1155,4027,4846,涛,異体字,,
1155,4028,4847,盪,,1級,
1155,4028,4848,蘯,異体字,,
1155,4029,4849,磴,,1級,
1156,4030,4850,螳,,1級,
1156,4031,4851,謄,,準2級,
1156,4031,4852,,旧字,1/準1級,
1156,4032,4853,蹈,,1級,
1156,4033,4854,鞜,,1級,
1156,4034,4855,檮,,準1級,
1156,4034,4856,梼,異体字,,
1156,4035,4857,櫂,,1級,
1156,4036,4858,礑,,1級,
1156,4037,4859,藤,,2級,
1156,4038,4860,襠,,1級,
1157,4039,4861,闘,,4級,
1157,4039,4862,鬪,旧字,1/準1級,
1157,4039,4863,鬭,異体字,1級,
1157,4040,4864,鞳,,1級,
1157,4041,4865,鼕,,1級,
1157,4042,4866,禱,,準1級,
1157,4042,4867,祷,異体字,,
1157,4043,4868,蟷,,1級,
1157,4044,4869,,,1級,
1157,4044,4870,韜,異体字,,
1158,4045,4871,鶇,,1級,
1158,4046,4872,竇,,1級,
1158,4047,4873,鐙,,準1級,
1158,4048,4874,騰,,準2級,
1158,4048,4875,,旧字,1/準1級,
1158,4049,4876,,,1級,
1158,4049,4877,籐,異体字,,
1158,4050,4878,鐺,,1級,
1158,4051,4879,鰧,,1級,
1158,4052,4880,儻,,1級,
1158,4053,4881,饕,,1級,
1158,4054,4882,纛,,1級,
1159,4055,4883,同,,9級,
1161,4056,4884,洞,,準2級,
1161,4057,4885,衲,,1級,
1161,4058,4886,桐,,準1級,
1161,4059,4887,胴,,4級,
1162,4060,4888,動,,8級,
1162,4061,4889,堂,,6級,
1163,4062,4890,萄,,準1級,
1163,4063,4891,童,,8級,
1163,4064,4892,道,,9級,
1163,4064,4893,,旧字,1/準1級,
1165,4065,4894,働,,7級,
1165,4066,4895,僮,,1級,
1165,4067,4896,慟,,1級,
1165,4068,4897,銅,,6級,
1165,4069,4898,儂,,1級,
1165,4070,4899,導,,6級,
1165,4070,4900,,旧字,1/準1級,
1166,4071,4901,撓,,1級,
1166,4072,4902,橈,,1級,
1166,4073,4903,瞠,,1級,
1166,4074,4904,耨,,1級,
1166,4075,4905,獰,,1級,
1166,4076,4906,瞳,,2級,
1166,4077,4907,艟,,1級,
1167,4078,4908,鐃,,1級,
1167,4079,4909,曩,,1級,
1167,4080,4910,峠,,4級,
1167,4081,4911,栂,,準1級,
1168,4082,4912,鵇,,1級,
1168,4083,4913,禿,,準1級,
1168,4084,4914,竺,,準1級,
1168,4085,4915,匿,,3級,
1168,4086,4916,特,,7級,
1169,4087,4917,得,,6級,
1170,4088,4918,督,,準2級,
1170,4089,4919,徳,,7級,
1170,4089,4920,德,旧字,1/準1級,
1171,4090,4921,慝,,1級,
1171,4091,4922,篤,,3級,
1171,4092,4923,瀆,,準1級,
1171,4092,4924,涜,異体字,,
1171,4093,4925,牘,,1級,
1171,4094,4926,犢,,1級,
1171,4095,4927,黷,,1級,
1172,4096,4928,毒,,6級,
1172,4097,4929,独,,6級,
1172,4097,4930,獨,旧字,1/準1級,
1174,4098,4931,読,,9級,
1174,4098,4932,讀,旧字,1/準1級,
1175,4099,4933,髑,,1級,
1175,4100,4934,,,1級,
1175,4100,4935,鯲,異体字,,
1175,4101,4936,栃,,7級,
1175,4102,4937,凸,,準2級,
1175,4103,4938,吶,,1級,
1175,4104,4939,咄,,1級,
1176,4105,4940,突,,4級,
1176,4106,4941,突,旧字,1/準1級,
1176,4107,4942,柮,,1級,
1176,4108,4943,訥,,1級,
1177,4109,4944,肭,,1級,
1177,4110,4945,迚,,1級,
1177,4111,4946,届,,5級,
1177,4111,4947,屆,旧字,1/準1級,
1178,4112,4948,,,1級,
1178,4112,4949,鞆,異体字,,
1179,4113,4950,屯,,準2級,
1179,4114,4951,沌,,準1級,
1179,4115,4952,瓲,,1級,
1179,4116,4953,豚,,3級,
1180,4117,4954,敦,,準1級,
1180,4118,4955,遁,,準1級,
1180,4118,4956,,異体字,,
1180,4119,4957,頓,,2級,
1180,4120,4958,飩,,1級,
1180,4121,4959,遯,,1級,
1181,4122,4960,噸,,準1級,
1181,4123,4961,暾,,1級,
1181,4124,4962,燉,,1級,
1181,4125,4963,吞,,準1級,
1181,4125,4964,呑,異体字,,
1181,4126,4965,貪,,2級,
1181,4127,4966,鈍,,4級,
1182,4128,4967,嫩,,1級,
1182,4129,4968,曇,,4級,
1182,4130,4969,壜,,1級,
1182,4131,4970,罎,,1級,
1183,4132,4971,丼,,2級,
1183,4133,4972,那,,2級,
1183,4134,4973,奈,,7級,
1183,4135,4974,儺,,1級,
1183,4136,4975,内,,9級,
1183,4136,4976,,旧字,1/準1級,
1186,4137,4977,凪,,準1級,
1187,4138,4978,梨,,7級,
1188,4139,4979,謎,,2級,
1188,4139,4980,,異体字,,
1188,4140,4981,屶,,1級,
1188,4141,4982,捺,,準1級,
1188,4142,4983,鍋,,2級,
1188,4143,4984,,,1級,魚片
1190,4144,4985,南,,9級,
1191,4145,4986,軟,,準2級,
1191,4146,4987,喃,,1級,
1192,4147,4988,楠,,準1級,
1192,4148,4989,難,,5級,
1192,4148,4990,難,旧字,1/準1級,
1193,4149,4991,二,,10級,
1195,4150,4992,弍,,1級,
1195,4151,4993,尼,,準2級,
1195,4152,4994,弐,,4級,
1195,4152,4995,貳,旧字,1/準1級,
1195,4153,4996,錵,,1級,
1195,4154,4997,鳰,,1級,
1195,4155,4998,匂,,2級,
1195,4156,4999,肉,,9級,
1196,4157,5000,宍,,準1級,
1196,4158,5001,虹,,2級,
1197,4159,5002,日,,10級,
1199,4160,5003,入,,10級,
1200,4161,5004,乳,,5級,
1200,4161,5005,,旧字,1/準1級,
1201,4162,5006,尿,,3級,
1202,4163,5007,任,,6級,
1202,4164,5008,妊,,準2級,
1203,4165,5009,忍,,準2級,
1203,4165,5010,,旧字,1/準1級,
1203,4166,5011,姙,,1級,
1203,4167,5012,,,1級,
1203,4167,5013,荵,異体字,,
1203,4168,5014,認,,5級,
1204,4169,5015,佞,,1級,
1205,4170,5016,寧,,準2級,
1205,4171,5017,嚀,,1級,
1205,4172,5018,濘,,1級,
1205,4173,5019,檸,,1級,
1205,4174,5020,捏,,1級,
1205,4175,5021,熱,,7級,
1206,4176,5022,年,,10級,
1208,4177,5023,念,,7級,
1208,4178,5024,拈,,1級,
1208,4179,5025,捻,,2級,
1209,4180,5026,粘,,3級,
1209,4180,5027,黏,異体字,1級,
1209,4181,5028,撚,,準1級,
1209,4182,5029,燃,,6級,
1209,4183,5030,鯰,,1級,
1210,4184,5031,悩,,4級,
1210,4184,5032,惱,旧字,1/準1級,
1210,4185,5033,納,,5級,
1210,4186,5034,能,,6級,
1211,4187,5035,脳,,5級,
1211,4187,5036,腦,旧字,1/準1級,
1211,4188,5037,瑙,,1級,
1211,4189,5038,農,,8級,
1212,4190,5039,濃,,4級,
1212,4191,5040,膿,,準1級,
1213,4192,5041,囊,,準1級,
1213,4192,5042,嚢,異体字,,
1215,4193,5043,巴,,準1級,
1215,4194,5044,叭,,1級,
1215,4195,5045,把,,準2級,
1215,4196,5046,坡,,1級,
1215,4197,5047,怕,,1級,
1216,4198,5048,杷,,準1級,
1216,4199,5049,波,,8級,
1216,4200,5050,爬,,1級,
1217,4201,5051,派,,5級,
1217,4202,5052,玻,,1級,
1217,4203,5053,破,,6級,
1218,4204,5054,笆,,1級,
1218,4205,5055,耙,,1級,
1219,4206,5056,菠,,1級,
1219,4207,5057,琶,,準1級,
1219,4208,5058,葩,,1級,
1219,4209,5059,跛,,1級,
1219,4210,5060,頗,,準1級,
1219,4211,5061,播,,準1級,
1219,4212,5062,簸,,準1級,
1219,4213,5063,覇,,準2級,
1219,4214,5064,霸,,1級,
1219,4215,5065,芭,,準1級,
1220,4216,5066,馬,,9級,
1221,4217,5067,婆,,3級,
1221,4218,5068,罵,,2級,
1221,4219,5069,蟇,,1級,
1221,4219,5070,蟆,異体字,,
1221,4220,5071,吠,,準1級,
1221,4221,5072,坏,,1級,
1221,4222,5073,孛,,1級,
1221,4223,5074,沛,,1級,
