漢字,JIS面区点コード,ユニコード,JIS水準
桫,2-14-70,U+686B,4
桮,2-14-71,U+686E,4
桺,2-14-72,U+687A,4
桼,2-14-73,U+687C,4
梂,2-14-74,U+6882,4
梐,2-14-75,U+6890,4
梖,2-14-76,U+6896,4
㭭,2-14-77,U+3B6D,4
梘,2-14-78,U+6898,4
梙,2-14-79,U+6899,4
梚,2-14-80,U+689A,4
梜,2-14-81,U+689C,4
梪,2-14-82,U+68AA,4
梫,2-14-83,U+68AB,4
梴,2-14-84,U+68B4,4
梻,2-14-85,U+68BB,4
棻,2-14-86,U+68FB,4
𣓤,2-14-87,U+234E4,4
𣕚,2-14-88,U+2355A,4
﨓,2-14-89,U+FA13,4
棃,2-14-90,U+68C3,4
棅,2-14-91,U+68C5,4
棌,2-14-92,U+68CC,4
棏,2-14-93,U+68CF,4
棖,2-14-94,U+68D6,4
棙,2-15-01,U+68D9,4
棤,2-15-02,U+68E4,4
棥,2-15-03,U+68E5,4
棬,2-15-04,U+68EC,4
棷,2-15-05,U+68F7,4
椃,2-15-06,U+6903,4
椇,2-15-07,U+6907,4
㮇,2-15-08,U+3B87,4
㮈,2-15-09,U+3B88,4
𣖔,2-15-10,U+23594,4
椻,2-15-11,U+693B,4
㮍,2-15-12,U+3B8D,4
楆,2-15-13,U+6946,4
楩,2-15-14,U+6969,4
楬,2-15-15,U+696C,4
楲,2-15-16,U+6972,4
楺,2-15-17,U+697A,4
楿,2-15-18,U+697F,4
榒,2-15-19,U+6992,4
㮤,2-15-20,U+3BA4,4
榖,2-15-21,U+6996,4
榘,2-15-22,U+6998,4
榦,2-15-23,U+69A6,4
榰,2-15-24,U+69B0,4
榷,2-15-25,U+69B7,4
榺,2-15-26,U+69BA,4
榼,2-15-27,U+69BC,4
槀,2-15-28,U+69C0,4
槑,2-15-29,U+69D1,4
槖,2-15-30,U+69D6,4
𣘹,2-15-31,U+23639,4
𣙇,2-15-32,U+23647,4
樰,2-15-33,U+6A30,4
𣘸,2-15-34,U+23638,4
𣘺,2-15-35,U+2363A,4
槣,2-15-36,U+69E3,4
槮,2-15-37,U+69EE,4
槯,2-15-38,U+69EF,4
槳,2-15-39,U+69F3,4
㯍,2-15-40,U+3BCD,4
槴,2-15-41,U+69F4,4
槾,2-15-42,U+69FE,4
樑,2-15-43,U+6A11,4
樚,2-15-44,U+6A1A,4
樝,2-15-45,U+6A1D,4
𣜜,2-15-46,U+2371C,4
樲,2-15-47,U+6A32,4
樳,2-15-48,U+6A33,4
樴,2-15-49,U+6A34,4
樿,2-15-50,U+6A3F,4
橆,2-15-51,U+6A46,4
橉,2-15-52,U+6A49,4
橺,2-15-53,U+6A7A,4
橎,2-15-54,U+6A4E,4
橒,2-15-55,U+6A52,4
橤,2-15-56,U+6A64,4
𣜌,2-15-57,U+2370C,4
橾,2-15-58,U+6A7E,4
檃,2-15-59,U+6A83,4
檋,2-15-60,U+6A8B,4
㯰,2-15-61,U+3BF0,4
檑,2-15-62,U+6A91,4
檟,2-15-63,U+6A9F,4
檡,2-15-64,U+6AA1,4
𣝤,2-15-65,U+23764,4
檫,2-15-66,U+6AAB,4
檽,2-15-67,U+6ABD,4
櫆,2-15-68,U+6AC6,4
櫔,2-15-69,U+6AD4,4
櫐,2-15-70,U+6AD0,4
櫜,2-15-71,U+6ADC,4
櫝,2-15-72,U+6ADD,4
𣟿,2-15-73,U+237FF,4
𣟧,2-15-74,U+237E7,4
櫬,2-15-75,U+6AEC,4
櫱,2-15-76,U+6AF1,4
櫲,2-15-77,U+6AF2,4
櫳,2-15-78,U+6AF3,4
櫽,2-15-79,U+6AFD,4
𣠤,2-15-80,U+23824,4
欋,2-15-81,U+6B0B,4
欏,2-15-82,U+6B0F,4
欐,2-15-83,U+6B10,4
欑,2-15-84,U+6B11,4
𣠽,2-15-85,U+2383D,4
欗,2-15-86,U+6B17,4
㰦,2-15-87,U+3C26,4
欯,2-15-88,U+6B2F,4
歊,2-15-89,U+6B4A,4
歘,2-15-90,U+6B58,4
歬,2-15-91,U+6B6C,4
歵,2-15-92,U+6B75,4
歺,2-15-93,U+6B7A,4
殁,2-15-94,U+6B81,4
殛,2-78-01,U+6B9B,4
殮,2-78-02,U+6BAE,4
𣪘,2-78-03,U+23A98,4
殽,2-78-04,U+6BBD,4
殾,2-78-05,U+6BBE,4
毇,2-78-06,U+6BC7,4
毈,2-78-07,U+6BC8,4
毉,2-78-08,U+6BC9,4
毚,2-78-09,U+6BDA,4
毦,2-78-10,U+6BE6,4
毧,2-78-11,U+6BE7,4
毮,2-78-12,U+6BEE,4
毱,2-78-13,U+6BF1,4
氂,2-78-14,U+6C02,4
氊,2-78-15,U+6C0A,4
氎,2-78-16,U+6C0E,4
氵,2-78-17,U+6C35,4
氶,2-78-18,U+6C36,4
氺,2-78-19,U+6C3A,4
𣱿,2-78-20,U+23C7F,4
氿,2-78-21,U+6C3F,4
汍,2-78-22,U+6C4D,4
汛,2-78-23,U+6C5B,4
汭,2-78-24,U+6C6D,4
沄,2-78-25,U+6C84,4
沉,2-78-26,U+6C89,4
㳃,2-78-27,U+3CC3,4
沔,2-78-28,U+6C94,4
沕,2-78-29,U+6C95,4
沗,2-78-30,U+6C97,4
沭,2-78-31,U+6CAD,4
泂,2-78-32,U+6CC2,4
泐,2-78-33,U+6CD0,4
㳒,2-78-34,U+3CD2,4
泖,2-78-35,U+6CD6,4
泚,2-78-36,U+6CDA,4
泜,2-78-37,U+6CDC,4
泩,2-78-38,U+6CE9,4
泬,2-78-39,U+6CEC,4
泭,2-78-40,U+6CED,4
𣴀,2-78-41,U+23D00,4
洀,2-78-42,U+6D00,4
洊,2-78-43,U+6D0A,4
洤,2-78-44,U+6D24,4
洦,2-78-45,U+6D26,4
洧,2-78-46,U+6D27,4
汧,2-78-47,U+6C67,4
洯,2-78-48,U+6D2F,4
洼,2-78-49,U+6D3C,4
浛,2-78-50,U+6D5B,4
浞,2-78-51,U+6D5E,4
浠,2-78-52,U+6D60,4
浰,2-78-53,U+6D70,4
涀,2-78-54,U+6D80,4
涁,2-78-55,U+6D81,4
涊,2-78-56,U+6D8A,4
涍,2-78-57,U+6D8D,4
涑,2-78-58,U+6D91,4
涘,2-78-59,U+6D98,4
𣵀,2-78-60,U+23D40,4
渗,2-78-61,U+6E17,4
𣷺,2-78-62,U+23DFA,4
𣷹,2-78-63,U+23DF9,4
𣷓,2-78-64,U+23DD3,4
涫,2-78-65,U+6DAB,4
涮,2-78-66,U+6DAE,4
涴,2-78-67,U+6DB4,4
淂,2-78-68,U+6DC2,4
洴,2-78-69,U+6D34,4
淈,2-78-70,U+6DC8,4
淎,2-78-71,U+6DCE,4
淏,2-78-72,U+6DCF,4
淐,2-78-73,U+6DD0,4
淟,2-78-74,U+6DDF,4
淩,2-78-75,U+6DE9,4
淶,2-78-76,U+6DF6,4
渶,2-78-77,U+6E36,4
渞,2-78-78,U+6E1E,4
渢,2-78-79,U+6E22,4
渧,2-78-80,U+6E27,4
㴑,2-78-81,U+3D11,4
渲,2-78-82,U+6E32,4
渼,2-78-83,U+6E3C,4
湈,2-78-84,U+6E48,4
湉,2-78-85,U+6E49,4
湋,2-78-86,U+6E4B,4
湌,2-78-87,U+6E4C,4
湏,2-78-88,U+6E4F,4
湑,2-78-89,U+6E51,4
湓,2-78-90,U+6E53,4
湔,2-78-91,U+6E54,4
湗,2-78-92,U+6E57,4
湣,2-78-93,U+6E63,4
㴞,2-78-94,U+3D1E,4
溓,2-79-01,U+6E93,4
溧,2-79-02,U+6EA7,4
溴,2-79-03,U+6EB4,4
溿,2-79-04,U+6EBF,4
滃,2-79-05,U+6EC3,4
滊,2-79-06,U+6ECA,4
滙,2-79-07,U+6ED9,4
漵,2-79-08,U+6F35,4
滫,2-79-09,U+6EEB,4
滹,2-79-10,U+6EF9,4
滻,2-79-11,U+6EFB,4
漊,2-79-12,U+6F0A,4
漌,2-79-13,U+6F0C,4
漘,2-79-14,U+6F18,4
漥,2-79-15,U+6F25,4
漶,2-79-16,U+6F36,4
漼,2-79-17,U+6F3C,4
𣽾,2-79-18,U+23F7E,4
潒,2-79-19,U+6F52,4
潗,2-79-20,U+6F57,4
潚,2-79-21,U+6F5A,4
潠,2-79-22,U+6F60,4
潨,2-79-23,U+6F68,4
澘,2-79-24,U+6F98,4
潽,2-79-25,U+6F7D,4
澐,2-79-26,U+6F90,4
澖,2-79-27,U+6F96,4
澾,2-79-28,U+6FBE,4
澟,2-79-29,U+6F9F,4
澥,2-79-30,U+6FA5,4
澯,2-79-31,U+6FAF,4
㵤,2-79-32,U+3D64,4
澵,2-79-33,U+6FB5,4
濈,2-79-34,U+6FC8,4
濉,2-79-35,U+6FC9,4
濚,2-79-36,U+6FDA,4
濞,2-79-37,U+6FDE,4
濩,2-79-38,U+6FE9,4
𤂖,2-79-39,U+24096,4
濼,2-79-40,U+6FFC,4
瀀,2-79-41,U+7000,4
瀇,2-79-42,U+7007,4
瀊,2-79-43,U+700A,4
瀣,2-79-44,U+7023,4
𤄃,2-79-45,U+24103,4
瀹,2-79-46,U+7039,4
瀺,2-79-47,U+703A,4
瀼,2-79-48,U+703C,4
灃,2-79-49,U+7043,4
灇,2-79-50,U+7047,4
灋,2-79-51,U+704B,4
㶚,2-79-52,U+3D9A,4
灔,2-79-53,U+7054,4
灥,2-79-54,U+7065,4
灩,2-79-55,U+7069,4
灬,2-79-56,U+706C,4
灮,2-79-57,U+706E,4
灶,2-79-58,U+7076,4
灾,2-79-59,U+707E,4
炁,2-79-60,U+7081,4
炆,2-79-61,U+7086,4
炕,2-79-62,U+7095,4
炗,2-79-63,U+7097,4
炻,2-79-64,U+70BB,4
𤇆,2-79-65,U+241C6,4
炟,2-79-66,U+709F,4
炱,2-79-67,U+70B1,4
𤇾,2-79-68,U+241FE,4
烬,2-79-69,U+70EC,4
烊,2-79-70,U+70CA,4
烑,2-79-71,U+70D1,4
烓,2-79-72,U+70D3,4
烜,2-79-73,U+70DC,4
焃,2-79-74,U+7103,4
焄,2-79-75,U+7104,4
焆,2-79-76,U+7106,4
焇,2-79-77,U+7107,4
焈,2-79-78,U+7108,4
焌,2-79-79,U+710C,4
㷀,2-79-80,U+3DC0,4
焯,2-79-81,U+712F,4
焱,2-79-82,U+7131,4
煐,2-79-83,U+7150,4
煊,2-79-84,U+714A,4
煓,2-79-85,U+7153,4
煞,2-79-86,U+715E,4
㷔,2-79-87,U+3DD4,4
熖,2-79-88,U+7196,4
熀,2-79-89,U+7180,4
熛,2-79-90,U+719B,4
熠,2-79-91,U+71A0,4
熢,2-79-92,U+71A2,4
熮,2-79-93,U+71AE,4
熯,2-79-94,U+71AF,4
熳,2-80-01,U+71B3,4
𤎼,2-80-02,U+243BC,4
燋,2-80-03,U+71CB,4
燓,2-80-04,U+71D3,4
燙,2-80-05,U+71D9,4
燜,2-80-06,U+71DC,4
爇,2-80-07,U+7207,4
㸅,2-80-08,U+3E05,4
爫,2-80-09,U+FA49,4
爫,2-80-10,U+722B,4
爴,2-80-11,U+7234,4
爸,2-80-12,U+7238,4
爹,2-80-13,U+7239,4
丬,2-80-14,U+4E2C,4
牂,2-80-15,U+7242,4
牓,2-80-16,U+7253,4
牗,2-80-17,U+7257,4
牣,2-80-18,U+7263,4
𤘩,2-80-19,U+24629,4
牮,2-80-20,U+726E,4
牯,2-80-21,U+726F,4
牸,2-80-22,U+7278,4
牿,2-80-23,U+727F,4
犎,2-80-24,U+728E,4
𤚥,2-80-25,U+246A5,4
犭,2-80-26,U+72AD,4
犮,2-80-27,U+72AE,4
犰,2-80-28,U+72B0,4
犱,2-80-29,U+72B1,4
狁,2-80-30,U+72C1,4
㹠,2-80-31,U+3E60,4
狌,2-80-32,U+72CC,4
㹦,2-80-33,U+3E66,4
㹨,2-80-34,U+3E68,4
狳,2-80-35,U+72F3,4
狺,2-80-36,U+72FA,4
猇,2-80-37,U+7307,4
猒,2-80-38,U+7312,4
猘,2-80-39,U+7318,4
猙,2-80-40,U+7319,4
㺃,2-80-41,U+3E83,4
猹,2-80-42,U+7339,4
猬,2-80-43,U+732C,4
猱,2-80-44,U+7331,4
猳,2-80-45,U+7333,4
猽,2-80-46,U+733D,4
獒,2-80-47,U+7352,4
㺔,2-80-48,U+3E94,4
獫,2-80-49,U+736B,4
獬,2-80-50,U+736C,4
𤢖,2-80-51,U+24896,4
獮,2-80-52,U+736E,4
獯,2-80-53,U+736F,4
獱,2-80-54,U+7371,4
獷,2-80-55,U+7377,4
玁,2-80-56,U+7381,4
玅,2-80-57,U+7385,4
玊,2-80-58,U+738A,4
玔,2-80-59,U+7394,4
玘,2-80-60,U+7398,4
玜,2-80-61,U+739C,4
玞,2-80-62,U+739E,4
玥,2-80-63,U+73A5,4
玨,2-80-64,U+73A8,4
玵,2-80-65,U+73B5,4
玷,2-80-66,U+73B7,4
玹,2-80-67,U+73B9,4
玼,2-80-68,U+73BC,4
玿,2-80-69,U+73BF,4
珅,2-80-70,U+73C5,4
珋,2-80-71,U+73CB,4
珡,2-80-72,U+73E1,4
珧,2-80-73,U+73E7,4
珹,2-80-74,U+73F9,4
琓,2-80-75,U+7413,4
珺,2-80-76,U+73FA,4
琁,2-80-77,U+7401,4
琤,2-80-78,U+7424,4
琱,2-80-79,U+7431,4
琹,2-80-80,U+7439,4
瑓,2-80-81,U+7453,4
瑀,2-80-82,U+7440,4
瑃,2-80-83,U+7443,4
瑍,2-80-84,U+744D,4
瑒,2-80-85,U+7452,4
瑝,2-80-86,U+745D,4
瑱,2-80-87,U+7471,4
璁,2-80-88,U+7481,4
璅,2-80-89,U+7485,4
璈,2-80-90,U+7488,4
𤩍,2-80-91,U+24A4D,4
璒,2-80-92,U+7492,4
璗,2-80-93,U+7497,4
璙,2-80-94,U+7499,4
璠,2-81-01,U+74A0,4
璡,2-81-02,U+74A1,4
璥,2-81-03,U+74A5,4
璪,2-81-04,U+74AA,4
璫,2-81-05,U+74AB,4
璹,2-81-06,U+74B9,4
璻,2-81-07,U+74BB,4
璺,2-81-08,U+74BA,4
瓖,2-81-09,U+74D6,4
瓘,2-81-10,U+74D8,4
瓞,2-81-11,U+74DE,4
瓯,2-81-12,U+74EF,4
瓫,2-81-13,U+74EB,4
𤭖,2-81-14,U+24B56,4
瓺,2-81-15,U+74FA,4
𤭯,2-81-16,U+24B6F,4
甠,2-81-17,U+7520,4
甤,2-81-18,U+7524,4
甪,2-81-19,U+752A,4
㽗,2-81-20,U+3F57,4
𤰖,2-81-21,U+24C16,4
甽,2-81-22,U+753D,4
甾,2-81-23,U+753E,4
畀,2-81-24,U+7540,4
畈,2-81-25,U+7548,4
畎,2-81-26,U+754E,4
畐,2-81-27,U+7550,4
畒,2-81-28,U+7552,4
畬,2-81-29,U+756C,4
畲,2-81-30,U+7572,4
畱,2-81-31,U+7571,4
畺,2-81-32,U+757A,4
畽,2-81-33,U+757D,4
畾,2-81-34,U+757E,4
疁,2-81-35,U+7581,4
𤴔,2-81-36,U+24D14,4
疌,2-81-37,U+758C,4
㽵,2-81-38,U+3F75,4
疢,2-81-39,U+75A2,4
㽷,2-81-40,U+3F77,4
疰,2-81-41,U+75B0,4
疷,2-81-42,U+75B7,4
疿,2-81-43,U+75BF,4
痀,2-81-44,U+75C0,4
痆,2-81-45,U+75C6,4
痏,2-81-46,U+75CF,4
痓,2-81-47,U+75D3,4
痝,2-81-48,U+75DD,4
痟,2-81-49,U+75DF,4
痠,2-81-50,U+75E0,4
痧,2-81-51,U+75E7,4
痬,2-81-52,U+75EC,4
痮,2-81-53,U+75EE,4
痱,2-81-54,U+75F1,4
痹,2-81-55,U+75F9,4
瘃,2-81-56,U+7603,4
瘘,2-81-57,U+7618,4
瘇,2-81-58,U+7607,4
瘏,2-81-59,U+760F,4
㾮,2-81-60,U+3FAE,4
𤸎,2-81-61,U+24E0E,4
瘓,2-81-62,U+7613,4
瘛,2-81-63,U+761B,4
瘜,2-81-64,U+761C,4
𤸷,2-81-65,U+24E37,4
瘥,2-81-66,U+7625,4
瘨,2-81-67,U+7628,4
瘼,2-81-68,U+763C,4
瘳,2-81-69,U+7633,4
𤹪,2-81-70,U+24E6A,4
㿉,2-81-71,U+3FC9,4
癁,2-81-72,U+7641,4
𤺋,2-81-73,U+24E8B,4
癉,2-81-74,U+7649,4
癕,2-81-75,U+7655,4
㿗,2-81-76,U+3FD7,4
癮,2-81-77,U+766E,4
皕,2-81-78,U+7695,4
皜,2-81-79,U+769C,4
皡,2-81-80,U+76A1,4
皠,2-81-81,U+76A0,4
皧,2-81-82,U+76A7,4
皨,2-81-83,U+76A8,4
皯,2-81-84,U+76AF,4
𥁊,2-81-85,U+2504A,4
盉,2-81-86,U+76C9,4
𥁕,2-81-87,U+25055,4
盨,2-81-88,U+76E8,4
盬,2-81-89,U+76EC,4
𥄢,2-81-90,U+25122,4
眗,2-81-91,U+7717,4
眚,2-81-92,U+771A,4
眭,2-81-93,U+772D,4
眵,2-81-94,U+7735,4
𥆩,2-82-01,U+251A9,4
䀹,2-82-02,U+4039,4
𥇥,2-82-03,U+251E5,4
𥇍,2-82-04,U+251CD,4
睘,2-82-05,U+7758,4
睠,2-82-06,U+7760,4
睪,2-82-07,U+776A,4
𥈞,2-82-08,U+2521E,4
睲,2-82-09,U+7772,4
睼,2-82-10,U+777C,4
睽,2-82-11,U+777D,4
𥉌,2-82-12,U+2524C,4
䁘,2-82-13,U+4058,4
瞚,2-82-14,U+779A,4
瞟,2-82-15,U+779F,4
瞢,2-82-16,U+77A2,4
瞤,2-82-17,U+77A4,4
瞩,2-82-18,U+77A9,4
矞,2-82-19,U+77DE,4
矟,2-82-20,U+77DF,4
矤,2-82-21,U+77E4,4
矦,2-82-22,U+77E6,4
矪,2-82-23,U+77EA,4
矬,2-82-24,U+77EC,4
䂓,2-82-25,U+4093,4
矰,2-82-26,U+77F0,4
矴,2-82-27,U+77F4,4
矻,2-82-28,U+77FB,4
𥐮,2-82-29,U+2542E,4
砅,2-82-30,U+7805,4
砆,2-82-31,U+7806,4
砉,2-82-32,U+7809,4
砍,2-82-33,U+780D,4
砙,2-82-34,U+7819,4
砡,2-82-35,U+7821,4
砬,2-82-36,U+782C,4
硇,2-82-37,U+7847,4
硤,2-82-38,U+7864,4
硪,2-82-39,U+786A,4
𥓙,2-82-40,U+254D9,4
碊,2-82-41,U+788A,4
碔,2-82-42,U+7894,4
碤,2-82-43,U+78A4,4
碝,2-82-44,U+789D,4
碞,2-82-45,U+789E,4
碟,2-82-46,U+789F,4
碻,2-82-47,U+78BB,4
磈,2-82-48,U+78C8,4
磌,2-82-49,U+78CC,4
磎,2-82-50,U+78CE,4
磕,2-82-51,U+78D5,4
磠,2-82-52,U+78E0,4
磡,2-82-53,U+78E1,4
磦,2-82-54,U+78E6,4
磹,2-82-55,U+78F9,4
磺,2-82-56,U+78FA,4
磻,2-82-57,U+78FB,4
磾,2-82-58,U+78FE,4
𥖧,2-82-59,U+255A7,4
礐,2-82-60,U+7910,4
礛,2-82-61,U+791B,4
礰,2-82-62,U+7930,4
礥,2-82-63,U+7925,4
礻,2-82-64,U+793B,4
祊,2-82-65,U+794A,4
祘,2-82-66,U+7958,4
祛,2-82-67,U+795B,4
䄅,2-82-68,U+4105,4
祧,2-82-69,U+7967,4
祲,2-82-70,U+7972,4
禔,2-82-71,U+7994,4
禕,2-82-72,U+7995,4
禖,2-82-73,U+7996,4
禛,2-82-74,U+799B,4
禡,2-82-75,U+79A1,4
禩,2-82-76,U+79A9,4
禴,2-82-77,U+79B4,4
离,2-82-78,U+79BB,4
秂,2-82-79,U+79C2,4
秇,2-82-80,U+79C7,4
秌,2-82-81,U+79CC,4
种,2-82-82,U+79CD,4
秖,2-82-83,U+79D6,4
䅈,2-82-84,U+4148,4
𥞩,2-82-85,U+257A9,4
𥞴,2-82-86,U+257B4,4
䅏,2-82-87,U+414F,4
稊,2-82-88,U+7A0A,4
稑,2-82-89,U+7A11,4
稕,2-82-90,U+7A15,4
稛,2-82-91,U+7A1B,4
稞,2-82-92,U+7A1E,4
䅣,2-82-93,U+4163,4
稭,2-82-94,U+7A2D,4
稸,2-83-01,U+7A38,4
穇,2-83-02,U+7A47,4
穌,2-83-03,U+7A4C,4
穖,2-83-04,U+7A56,4
穙,2-83-05,U+7A59,4
穜,2-83-06,U+7A5C,4
穟,2-83-07,U+7A5F,4
穠,2-83-08,U+7A60,4
穧,2-83-09,U+7A67,4
穪,2-83-10,U+7A6A,4
穵,2-83-11,U+7A75,4
穸,2-83-12,U+7A78,4
窂,2-83-13,U+7A82,4
窊,2-83-14,U+7A8A,4
窐,2-83-15,U+7A90,4
窣,2-83-16,U+7AA3,4
窬,2-83-17,U+7AAC,4
𥧔,2-83-18,U+259D4,4
䆴,2-83-19,U+41B4,4
窹,2-83-20,U+7AB9,4
窼,2-83-21,U+7ABC,4
窾,2-83-22,U+7ABE,4
䆿,2-83-23,U+41BF,4
竌,2-83-24,U+7ACC,4
竑,2-83-25,U+7AD1,4
竧,2-83-26,U+7AE7,4
竨,2-83-27,U+7AE8,4
竴,2-83-28,U+7AF4,4
𥫤,2-83-29,U+25AE4,4
𥫣,2-83-30,U+25AE3,4
笇,2-83-31,U+7B07,4
𥫱,2-83-32,U+25AF1,4
笽,2-83-33,U+7B3D,4
笧,2-83-34,U+7B27,4
笪,2-83-35,U+7B2A,4
笮,2-83-36,U+7B2E,4
笯,2-83-37,U+7B2F,4
笱,2-83-38,U+7B31,4
䇦,2-83-39,U+41E6,4
䇳,2-83-40,U+41F3,4
筿,2-83-41,U+7B7F,4
筁,2-83-42,U+7B41,4
䇮,2-83-43,U+41EE,4
筕,2-83-44,U+7B55,4
筹,2-83-45,U+7B79,4
筤,2-83-46,U+7B64,4
筦,2-83-47,U+7B66,4
筩,2-83-48,U+7B69,4
筳,2-83-49,U+7B73,4
𥮲,2-83-50,U+25BB2,4
䈇,2-83-51,U+4207,4
箐,2-83-52,U+7B90,4
箑,2-83-53,U+7B91,4
箛,2-83-54,U+7B9B,4
䈎,2-83-55,U+420E,4
箯,2-83-56,U+7BAF,4
箵,2-83-57,U+7BB5,4
箼,2-83-58,U+7BBC,4
篅,2-83-59,U+7BC5,4
篊,2-83-60,U+7BCA,4
𥱋,2-83-61,U+25C4B,4
𥱤,2-83-62,U+25C64,4
篔,2-83-63,U+7BD4,4
篖,2-83-64,U+7BD6,4
篚,2-83-65,U+7BDA,4
篪,2-83-66,U+7BEA,4
篰,2-83-67,U+7BF0,4
簃,2-83-68,U+7C03,4
簋,2-83-69,U+7C0B,4
簎,2-83-70,U+7C0E,4
簏,2-83-71,U+7C0F,4
簦,2-83-72,U+7C26,4
籅,2-83-73,U+7C45,4
籊,2-83-74,U+7C4A,4
籑,2-83-75,U+7C51,4
籗,2-83-76,U+7C57,4
籞,2-83-77,U+7C5E,4
籡,2-83-78,U+7C61,4
籩,2-83-79,U+7C69,4
籮,2-83-80,U+7C6E,4
籯,2-83-81,U+7C6F,4
籰,2-83-82,U+7C70,4
𥸮,2-83-83,U+25E2E,4
𥹖,2-83-84,U+25E56,4
𥹥,2-83-85,U+25E65,4
粦,2-83-86,U+7CA6,4
𥹢,2-83-87,U+25E62,4
粶,2-83-88,U+7CB6,4
粷,2-83-89,U+7CB7,4
粿,2-83-90,U+7CBF,4
𥻘,2-83-91,U+25ED8,4
糄,2-83-92,U+7CC4,4
𥻂,2-83-93,U+25EC2,4
糈,2-83-94,U+7CC8,4
糍,2-84-01,U+7CCD,4
𥻨,2-84-02,U+25EE8,4
糗,2-84-03,U+7CD7,4
𥼣,2-84-04,U+25F23,4
糦,2-84-05,U+7CE6,4
糫,2-84-06,U+7CEB,4
𥽜,2-84-07,U+25F5C,4
糵,2-84-08,U+7CF5,4
紃,2-84-09,U+7D03,4
紉,2-84-10,U+7D09,4
䋆,2-84-11,U+42C6,4
紒,2-84-12,U+7D12,4
紞,2-84-13,U+7D1E,4
𥿠,2-84-14,U+25FE0,4
𥿔,2-84-15,U+25FD4,4
紽,2-84-16,U+7D3D,4
紾,2-84-17,U+7D3E,4
絀,2-84-18,U+7D40,4
絇,2-84-19,U+7D47,4
𦀌,2-84-20,U+2600C,4
𥿻,2-84-21,U+25FFB,4
䋖,2-84-22,U+42D6,4
絙,2-84-23,U+7D59,4
絚,2-84-24,U+7D5A,4
絪,2-84-25,U+7D6A,4
絰,2-84-26,U+7D70,4
䋝,2-84-27,U+42DD,4
絿,2-84-28,U+7D7F,4
𦀗,2-84-29,U+26017,4
綆,2-84-30,U+7D86,4
綈,2-84-31,U+7D88,4
綌,2-84-32,U+7D8C,4
綗,2-84-33,U+7D97,4
𦁠,2-84-34,U+26060,4
綝,2-84-35,U+7D9D,4
綧,2-84-36,U+7DA7,4
綪,2-84-37,U+7DAA,4
綶,2-84-38,U+7DB6,4
綷,2-84-39,U+7DB7,4
緀,2-84-40,U+7DC0,4
緗,2-84-41,U+7DD7,4
緙,2-84-42,U+7DD9,4
緦,2-84-43,U+7DE6,4
緱,2-84-44,U+7DF1,4
緹,2-84-45,U+7DF9,4
䌂,2-84-46,U+4302,4
𦃭,2-84-47,U+260ED,4
縉,2-84-48,U+FA58,4
縐,2-84-49,U+7E10,4
縗,2-84-50,U+7E17,4
縝,2-84-51,U+7E1D,4
縠,2-84-52,U+7E20,4
縧,2-84-53,U+7E27,4
縬,2-84-54,U+7E2C,4
繅,2-84-55,U+7E45,4
繳,2-84-56,U+7E73,4
繵,2-84-57,U+7E75,4
繾,2-84-58,U+7E7E,4
纆,2-84-59,U+7E86,4
纇,2-84-60,U+7E87,4
䌫,2-84-61,U+432B,4
纑,2-84-62,U+7E91,4
纘,2-84-63,U+7E98,4
纚,2-84-64,U+7E9A,4
䍃,2-84-65,U+4343,4
缼,2-84-66,U+7F3C,4
缻,2-84-67,U+7F3B,4
缾,2-84-68,U+7F3E,4
罃,2-84-69,U+7F43,4
罄,2-84-70,U+7F44,4
罏,2-84-71,U+7F4F,4
㓁,2-84-72,U+34C1,4
𦉰,2-84-73,U+26270,4
罒,2-84-74,U+7F52,4
𦊆,2-84-75,U+26286,4
罡,2-84-76,U+7F61,4
罣,2-84-77,U+7F63,4
罤,2-84-78,U+7F64,4
罭,2-84-79,U+7F6D,4
罽,2-84-80,U+7F7D,4
罾,2-84-81,U+7F7E,4
𦍌,2-84-82,U+2634C,4
羐,2-84-83,U+7F90,4
养,2-84-84,U+517B,4
𣴎,2-84-85,U+23D0E,4
羖,2-84-86,U+7F96,4
羜,2-84-87,U+7F9C,4
羭,2-84-88,U+7FAD,4
𦐂,2-84-89,U+26402,4
翃,2-84-90,U+7FC3,4
翏,2-84-91,U+7FCF,4
翣,2-84-92,U+7FE3,4
翥,2-84-93,U+7FE5,4
翯,2-84-94,U+7FEF,4
翲,2-85-01,U+7FF2,4
耂,2-85-02,U+8002,4
耊,2-85-03,U+800A,4
耈,2-85-04,U+8008,4
耎,2-85-05,U+800E,4
耑,2-85-06,U+8011,4
耖,2-85-07,U+8016,4
耤,2-85-08,U+8024,4
耬,2-85-09,U+802C,4
耰,2-85-10,U+8030,4
聃,2-85-11,U+8043,4
聦,2-85-12,U+8066,4
聱,2-85-13,U+8071,4
聵,2-85-14,U+8075,4
聻,2-85-15,U+807B,4
肙,2-85-16,U+8099,4
肜,2-85-17,U+809C,4
肤,2-85-18,U+80A4,4
肧,2-85-19,U+80A7,4
肸,2-85-20,U+80B8,4
𦙾,2-85-21,U+2667E,4
胅,2-85-22,U+80C5,4
胕,2-85-23,U+80D5,4
胘,2-85-24,U+80D8,4
胦,2-85-25,U+80E6,4
𦚰,2-85-26,U+266B0,4
脍,2-85-27,U+810D,4
胵,2-85-28,U+80F5,4
胻,2-85-29,U+80FB,4
䏮,2-85-30,U+43EE,4
